,price,year_model,mileage,fuel_type,mark,model,fiscal_power,city
0,135000,2013,164999.5,Diesel,Peugeot,508,2.631837307152875, Temara
1,53000,2008,37499.5,Diesel,Renault,Clio,2.631837307152875, Safi
2,59000,2007,184999.5,Diesel,Citroen,C3,6.0, Fès
3,88000,2010,37499.5,Diesel,Mercedes Benz,220,2.631837307152875, Nador
4,60000,2009,134999.5,Essence,Ford,Fiesta,7.0, Fès
5,67000,2006,104999.5,Essence,Nissan,urano,20.0, Casablanca
6,73000,2007,12499.5,Diesel,Peugeot,Partner,2.631837307152875, Marrakech
7,68000,2003,274999.5,Diesel,Renault,Scenic,2.631837307152875, Marrakech
8,78000,2014,114999.5,Diesel,Fiat,Punto,5.0, Casablanca
9,40000,2001,174999.5,Diesel,Fiat,Palio,7.0, Fès
10,143000,2015,67499.5,Diesel,Skoda,RAPID,6.0, Casablanca
11,275000,2015,134999.5,Diesel,Hyundai,Santa Fe,2.631837307152875, Casablanca
12,118000,2015,87499.5,Diesel,Renault,Fluence,2.631837307152875, Rabat
13,92000,2009,27499.5,Diesel,Kia,Sorento,2.631837307152875, Rabat
14,89000,2014,77499.5,Diesel,Dacia,Logan,6.0, Meknès
15,75000,2009,124999.5,Essence,Opel,Corsa,7.0, Tétouan
16,53000,2008,32499.5,Diesel,Renault,Clio,2.631837307152875, Safi
17,58000,1993,224999.5,Diesel,Mercedes Benz,190,8.0, Tifelt
18,37000,2001,32499.5,Essence,Peugeot,406,2.631837307152875, Rabat
19,85000,2002,224999.5,Diesel,Volkswagen,Passat,2.631837307152875, Casablanca
20,89000,2007,124999.5,Essence,mini,cooper,8.0, Casablanca
21,48000,2001,104999.5,Diesel,Seat,Ibiza,8.0, Casablanca
22,203000,2014,174999.5,Diesel,Volkswagen,GOLF 7,2.631837307152875, Casablanca
23,32000,1999,124999.5,Essence,Fiat,Palio,2.631837307152875, Casablanca
24,140000,2007,27499.5,Diesel,Isuzu,D-MAX,2.631837307152875, Béni Mellal
25,65000,2008,114999.5,Essence,Fiat,Punto,7.0, Tanger
26,70000,2006,7499.5,Diesel,Peugeot,206,2.631837307152875, Tifelt
27,120000,2006,2499.5,Diesel,Mercedes Benz,Classe B,2.631837307152875, Fès
28,83000,1999,22499.5,Diesel,Volkswagen,GOLF 4,2.631837307152875, Al Hoceima
29,125000,2009,174999.5,Diesel,Volkswagen,Passat,8.0, Salé
30,58000,1995,12499.5,Diesel,Volkswagen,GOLF 3,2.631837307152875, Settat
31,168000,2014,52499.5,Diesel,Honda,Accord,2.631837307152875, Casablanca
32,105000,2014,114999.5,Diesel,Dacia,Duster,2.631837307152875, Casablanca
33,27000,1996,274999.5,Diesel,itsubishi,ther,8.0, Casablanca
34,82000,2010,154999.5,Diesel,Renault,Kangoo,2.631837307152875, Fès
35,73000,2007,12499.5,Diesel,Peugeot,Partner,2.631837307152875, Marrakech
36,75000,2012,67499.5,Essence,Ford,Fiesta,2.631837307152875, Casablanca
37,195000,2009,224999.5,Essence,Mercedes Benz,220,2.631837307152875, El Jadida
38,60000,2012,82499.5,Essence,Peugeot,206,2.631837307152875, Kénitra
39,56000,2007,274999.5,Diesel,Dacia,Logan,2.631837307152875, Mohammedia
40,48000,2000,37499.5,Diesel,Peugeot,406,2.631837307152875, Essaouira
41,99000,2011,104999.5,Essence,Peugeot,508,2.631837307152875, Casablanca
42,43000,1987,324999.5,Diesel,Volkswagen,GOLF 2,6.0, Agadir
43,83000,2007,154999.5,Diesel,Ford,Focus,2.631837307152875, Settat
44,50000,2005,104999.5,Essence,Renault,Clio,2.631837307152875, Kénitra
45,248000,2011,124999.5,Diesel,Mercedes Benz,CLASSE C COUPE,9.0, Casablanca
46,50000,1988,2499.5,Diesel,Mercedes Benz,190,2.631837307152875, El Jadida
47,110000,2010,82499.5,Diesel,Citroen,C5,8.0, Rabat
48,83000,2004,164999.5,Diesel,Volkswagen,GOLF 5,2.631837307152875, Meknès
49,67000,2008,154999.5,Diesel,Dacia,Logan,2.631837307152875, El Jadida
50,182000,2012,57499.5,Essence,mini,country man,2.631837307152875, Rabat
51,58000,1996,374999.5,Diesel,Mercedes Benz,250,10.0, Rabat
52,55000,2004,174999.5,Diesel,Nissan,primera,8.0, Larache
53,120000,2008,224999.5,Diesel,Volkswagen,GOLF 5,2.631837307152875, Meknès
54,97000,2015,47499.5,Diesel,Peugeot,301,6.0, Rabat
55,70000,2000,104999.5,Diesel,Toyota,Hi Ace,8.0, Tifelt
56,41000,2001,224999.5,Essence,Peugeot,306,2.631837307152875, Salé
57,37000,2000,324999.5,Diesel,Peugeot,309,2.631837307152875, Tan-Tan
58,39000,2001,12499.5,Essence,Peugeot,206,2.631837307152875, Agadir
59,42000,1998,17499.5,Essence,BMW,Serie 7,2.631837307152875, Marrakech
60,40000,2010,87499.5,Essence,Chevrolet,Spark,2.631837307152875, Rabat
61,105000,2005,144999.5,Diesel,Volkswagen,Passat,2.631837307152875, Casablanca
62,650000,2003,184999.5,Diesel,Mercedes Benz,270,2.631837307152875, Rabat
63,45000,2004,184999.5,Essence,Toyota,Corolla,2.631837307152875, Salé
64,56000,2002,27499.5,Diesel,Renault,Kangoo,2.631837307152875, Agadir
65,35000,2001,27499.5,Essence,Seat,Ibiza,2.631837307152875, Casablanca
66,32000,1991,32499.5,Essence,Renault,SUPER 5,2.631837307152875, Salé
67,65000,1997,424999.5,Diesel,Mercedes Benz,210,9.0, Casablanca
68,90000,2014,114999.5,Diesel,Dacia,Logan,2.631837307152875, Temara
69,34000,1992,22499.5,Essence,Volkswagen,GOLF 3,2.631837307152875, Nador
70,100000,2010,12499.5,Diesel,Peugeot,Tepee,7.0, Béni Mellal
71,65000,2002,37499.5,Diesel,Ford,Focus,2.631837307152875, Safi
72,48000,2001,32499.5,Diesel,Citroen,XSARA,2.631837307152875, Taza
73,168000,2016,37499.5,Diesel,Ford,Focus,6.0, Casablanca
74,210000,2010,144999.5,Diesel,Audi,A5,8.0, Casablanca
75,45000,2000,164999.5,Essence,Suzuki,BALENO,7.0, Casablanca
76,85000,2002,324999.5,Diesel,Volkswagen,GOLF 4,2.631837307152875, Casablanca
77,125000,2011,184999.5,Diesel,Toyota,Prado,2.631837307152875, Casablanca
78,107000,2012,104999.5,Diesel,Ssangyong,Korando,8.0, Casablanca
79,78000,2006,134999.5,Diesel,Peugeot,607,2.631837307152875, Casablanca
80,30000,1993,42499.5,Diesel,Citroen,C15,4.0, Agadir
81,105000,2012,104999.5,Diesel,lancia,Delta,2.631837307152875, Casablanca
82,105000,2011,104999.5,Diesel,Chevrolet,Captiva,8.0, Casablanca
83,62000,2007,144999.5,Essence,Citroen,C4,2.631837307152875, Tanger
84,61000,2002,144999.5,Diesel,Peugeot,307,2.631837307152875, Casablanca
85,129000,2011,144999.5,Diesel,Ford,Focus,2.631837307152875, Midelt
86,155000,2011,97499.5,Diesel,Hyundai,ix 35,8.0, Casablanca
87,40000,2003,42499.5,Diesel,Fiat,Uno,6.0, Temara
88,140000,2013,114999.5,Diesel,Renault,Latitude,2.631837307152875, Rabat
89,115000,2011,124999.5,Diesel,Hyundai,i 30,6.0, Casablanca
90,52000,2010,92499.5,Essence,Fiat,Punto,2.631837307152875, El Jadida
91,95000,2014,57499.5,Diesel,Citroen,C3,6.0, Rabat
92,80000,2012,12499.5,Diesel,Renault,Clio,2.631837307152875, Casablanca
93,90000,2014,82499.5,Diesel,Dacia,Logan,6.0, Meknès
94,155000,2010,194999.5,Diesel,Volkswagen,Touran,6.0, Meknès
95,130000,2008,224999.5,Diesel,Volkswagen,Passat,2.631837307152875, Béni Mellal
96,120000,2012,104999.5,Diesel,Ssangyong,Korando,8.0, Casablanca
97,59000,1999,224999.5,Diesel,Peugeot,306,2.631837307152875, Casablanca
98,185000,2009,47499.5,Diesel,Audi,A4,2.631837307152875, Casablanca
99,68000,2014,77499.5,Essence,Renault,Clio,2.631837307152875, Kénitra
100,10800,2015,57499.5,Diesel,Ford,Fiesta,2.631837307152875, El Jadida
101,145000,2016,37499.5,Essence,Fiat,500,8.0, Casablanca
102,70000,2009,97499.5,Essence,Suzuki,Jimmy,2.631837307152875, Marrakech
103,125000,2010,194999.5,Diesel,Mercedes Benz,220,2.631837307152875, Kelaat Es-Sraghna
104,30000,1986,22499.5,Diesel,Citroen,C15,2.631837307152875, Salé
105,109000,2017,12499.5,Diesel,Dacia,Logan,6.0, Rabat
106,96000,2014,97499.5,Diesel,Dacia,Dokker,6.0, Fès
107,33500,1995,224999.5,Essence,Renault,19,2.631837307152875, Berkane
108,127000,2012,87499.5,Diesel,itsubishi,pajero sport,10.0, Fès
109,95000,2015,77499.5,Diesel,Dacia,Logan,6.0, Fès
110,65000,1992,184999.5,Diesel,Mercedes Benz,190,8.0, Fès
111,59000,2008,104999.5,Diesel,Peugeot,Partner,7.0, Fès
112,83000,2007,22499.5,Diesel,Renault,gane,2.631837307152875, Kénitra
113,155000,2008,184999.5,Diesel,Audi,A4,8.0, Casablanca
114,280000,2011,97499.5,Diesel,Volkswagen,Touareg,12.0, Casablanca
115,32000,2008,164999.5,Essence,Fiat,Punto,2.631837307152875, Khouribga
116,62000,2004,194999.5,Diesel,Opel,Astra,2.631837307152875, Casablanca
117,75000,2014,104999.5,Diesel,Fiat,Punto,5.0, Casablanca
118,157000,2016,87499.5,Diesel,Volkswagen,Polo,2.631837307152875, Tanger
119,100000,2002,274999.5,Diesel,Mercedes Benz,Classe C,9.0, Oujda
120,183000,2010,134999.5,Diesel,Jaguar,XF,12.0, Casablanca
121,52000,2009,144999.5,Essence,Hyundai,i 10,2.631837307152875, El Jadida
122,35000,1990,2499.5,Diesel,Peugeot,504,2.631837307152875, Berkane
123,56000,1992,114999.5,Diesel,Mercedes Benz,190,8.0, Casablanca
124,95000,2006,324999.5,Diesel,Volkswagen,GOLF 5,2.631837307152875, Casablanca
125,20000,1989,62499.5,Essence,Peugeot,205,2.631837307152875, Casablanca
126,65000,2012,134999.5,Diesel,Dacia,Logan,2.631837307152875, Marrakech
127,20000,1989,62499.5,Essence,Peugeot,205,2.631837307152875, Casablanca
128,90000,2014,87499.5,Diesel,Fiat,Punto,6.0, Kénitra
129,95000,2011,154999.5,Diesel,Kia,Carens,2.631837307152875, Tétouan
130,139000,2015,22499.5,Diesel,Nissan,Juke,2.631837307152875, Casablanca
131,58000,2015,92499.5,Essence,Kia,Picanto,6.0, Casablanca
132,33000,2007,144999.5,Essence,Chevrolet,Optra,9.0, Rabat
133,73000,2013,82499.5,Diesel,Dacia,Dokker,2.631837307152875, Casablanca
134,162000,2015,97499.5,Diesel,Volvo,ther,6.0, Casablanca
135,25000,1984,2499.5,Diesel,Peugeot,205,4.0, Agadir
137,53000,1997,324999.5,Diesel,Ford,ndeo,2.631837307152875, Agadir
138,90000,2014,104999.5,Diesel,Dacia,Logan,2.631837307152875, Rabat
139,26000,2000,52499.5,Essence,Fiat,Uno,2.631837307152875, Casablanca
141,42000,2005,124999.5,Essence,Hyundai,Atos,2.631837307152875, Marrakech
142,52000,2007,194999.5,Diesel,Dacia,Logan,6.0, Casablanca
143,130000,2013,82499.5,Diesel,Nissan,Juke,2.631837307152875, Marrakech
144,158000,2011,124999.5,Diesel,Peugeot,508,9.0, El Jadida
145,100000,2009,184999.5,Diesel,Hyundai,Tucson,2.631837307152875, El Jadida
146,185000,2009,47499.5,Diesel,Audi,A4,2.631837307152875, Casablanca
147,43000,2004,134999.5,Essence,Renault,Clio,2.631837307152875, Guercif
148,130000,2015,52499.5,Diesel,Dacia,Duster,2.631837307152875, Béni Mellal
149,59000,2012,92499.5,Diesel,Peugeot,Bipper,5.0, Casablanca
150,145000,2015,52499.5,Diesel,Peugeot,308,6.0, Rabat
151,78000,2015,82499.5,Essence,Fiat,Punto,2.631837307152875, Marrakech
152,78000,2014,114999.5,Essence,Peugeot,208,6.0, Fès
153,26000,1991,52499.5,Essence,Peugeot,309,2.631837307152875, Casablanca
155,72000,2011,144999.5,Diesel,Peugeot,Partner,2.631837307152875, Kasba Tadla
156,82000,2014,62499.5,Diesel,Peugeot,301,6.0, Casablanca
157,70000,2011,2499.5,Diesel,Renault,Kangoo,4.0, Agadir
158,49000,2003,174999.5,Diesel,Peugeot,Partner,7.0, Fès
159,210000,2015,104999.5,Diesel,Hyundai,Santa Fe,8.0, Marrakech
160,76000,2007,224999.5,Diesel,Citroen,C4,6.0, Kénitra
161,40000,2000,22499.5,Essence,Seat,Ibiza,2.631837307152875, Larache
162,105000,2013,104999.5,Diesel,Ssangyong,Kyron,8.0, Casablanca
163,59000,2001,224999.5,Diesel,Autres,Autres,7.0, Casablanca
164,210000,2009,164999.5,Diesel,Mercedes Benz,Classe CLS,12.0, Casablanca
165,105000,2010,114999.5,Diesel,Renault,gane,6.0, Casablanca
166,99000,2016,37499.5,Diesel,Fiat,Punto,6.0, Rabat
167,52000,1999,2499.5,Diesel,Renault,gane,2.631837307152875, Ouarzazate
168,85000,2002,224999.5,Diesel,Opel,Zafira,8.0, Kénitra
169,238000,2011,104999.5,Diesel,Volkswagen,Touareg,12.0, Fès
170,39000,2000,174999.5,Essence,Peugeot,206,7.0, Fès
171,289000,2017,37499.5,Diesel,Hyundai,Santa Fe,9.0, Rabat
172,120000,2013,42499.5,Diesel,Renault,Kangoo,6.0, Casablanca
173,155000,2011,124999.5,Diesel,itsubishi,pajero,2.631837307152875, Agadir
174,115000,2009,144999.5,Diesel,Jaguar,X-Type,8.0, Fès
175,115000,2009,144999.5,Diesel,Hyundai,Santa Fe,8.0, Fès
176,115000,2011,104999.5,Diesel,Ford,ndeo,8.0, Fès
177,62000,1994,22499.5,Diesel,Mercedes Benz,190,2.631837307152875, Casablanca
178,57000,2009,37499.5,Diesel,Renault,19,2.631837307152875, Meknès
179,115000,2013,97499.5,Diesel,Dacia,Duster,6.0, Casablanca
180,75000,2014,104999.5,Diesel,Renault,Symbol,2.631837307152875, Casablanca
181,83000,2000,194999.5,Essence,Mercedes Benz,220,2.631837307152875, Tanger
182,50000,2007,72499.5,Essence,Dacia,Logan,2.631837307152875, Fès
183,38000,2010,57499.5,Essence,BYD,F1,2.631837307152875, Casablanca
184,150000,2014,42499.5,Diesel,Nissan,Juke,6.0, Casablanca
185,90000,2013,194999.5,Diesel,Fiat,Doblo,2.631837307152875, Béni Mellal
186,75000,2013,82499.5,Essence,Hyundai,i 20,7.0, Laâyoune
187,45000,2003,194999.5,Diesel,Peugeot,Partner,7.0, Salé
188,135000,2009,154999.5,Diesel,Volkswagen,Passat,2.631837307152875, Rabat
189,135000,2009,154999.5,Diesel,Volkswagen,Passat,2.631837307152875, Rabat
190,115000,2008,17499.5,Essence,mini,cooper,2.631837307152875, Casablanca
191,189000,2015,67499.5,Diesel,Volvo,ther,6.0, Rabat
192,59000,1994,224999.5,Diesel,Renault,19,2.631837307152875, Temara
193,114000,2008,224999.5,Diesel,Volkswagen,Passat,2.631837307152875, Marrakech
194,120000,2004,134999.5,Diesel,Toyota,RAV 4,2.631837307152875, Nador
195,71000,2007,184999.5,Diesel,Renault,Kangoo,2.631837307152875, Tétouan
196,248000,2016,17499.5,Diesel,Nissan,Qashqai,2.631837307152875, Casablanca
197,120000,2008,174999.5,Diesel,Volkswagen,Touareg,2.631837307152875, Fès
198,58000,2011,104999.5,Essence,Renault,Clio,7.0, Rabat
199,40000,2004,224999.5,Essence,Fiat,Palio,7.0, Casablanca
200,30300,1999,27499.5,Diesel,Citroen,C15,2.631837307152875, Temara
201,228000,2009,184999.5,Diesel,Mercedes Benz,220,2.631837307152875, Casablanca
202,228000,2014,184999.5,Diesel,Mercedes Benz,220,9.0, Casablanca
203,76000,2013,104999.5,Diesel,Fiat,Doblo,5.0, Casablanca
204,48000,2011,114999.5,Essence,Dacia,Logan,2.631837307152875, Casablanca
205,260000,2016,144999.5,Diesel,Volkswagen,GOLF 7,2.631837307152875, Rabat
206,62000,1999,274999.5,Diesel,Volkswagen,Bora,8.0, Tanger
207,47000,2009,134999.5,Diesel,Daihatsu,Sirion,2.631837307152875, Casablanca
208,62000,1999,274999.5,Diesel,Volkswagen,Bora,8.0, Tanger
209,158000,2013,144999.5,Diesel,Volkswagen,Passat,8.0, Kénitra
210,73000,2014,62499.5,Diesel,Fiat,Doblo,5.0, Casablanca
211,18000,1984,154999.5,Diesel,Fiat,Uno,2.631837307152875, Casablanca
212,179000,2017,52499.5,Diesel,Hyundai,Elantra,6.0, Rabat
213,180000,2014,52499.5,Diesel,Kia,Sportage,12.0, Ouarzazate
214,40000,2012,22499.5,Diesel,Dacia,Logan,2.631837307152875, Dakhla
215,340000,2012,67499.5,Diesel,Land Rover,Range Rover Evoque,8.0, Tanger
216,82000,2009,104999.5,Essence,Fiat,500,8.0, Casablanca
217,100000,2012,114999.5,Diesel,Dacia,Duster,2.631837307152875, Rabat
218,40000,2008,154999.5,Essence,Dacia,Logan,8.0, Fès
219,23000,1986,27499.5,Diesel,Volkswagen,GOLF 2,2.631837307152875, Casablanca
220,225000,2014,37499.5,Diesel,Hyundai,ix 35,2.631837307152875, Marrakech
221,28000,1989,32499.5,Diesel,Peugeot,205,2.631837307152875, Sidi Bennour
222,44000,1992,7499.5,Diesel,Volkswagen,GOLF 2,2.631837307152875, Casablanca
223,50000,2004,174999.5,Diesel,Toyota,Corolla,8.0, Fès
224,105000,2016,47499.5,Diesel,Fiat,Doblo,5.0, Casablanca
225,140000,2013,154999.5,Diesel,itsubishi,L200,10.0, Casablanca
226,179000,2016,47499.5,-,Peugeot,508,6.0, Casablanca
227,120000,2014,97499.5,Diesel,Dacia,Duster,6.0, Casablanca
228,132000,2014,114999.5,Diesel,Renault,gane,6.0, Casablanca
229,96000,2015,87499.5,Diesel,Dacia,Logan,2.631837307152875, Agadir
230,120000,2014,97499.5,Diesel,Dacia,Duster,6.0, Casablanca
231,132000,2014,82499.5,Diesel,Renault,gane,6.0, Casablanca
232,139000,2013,77499.5,Diesel,itsubishi,L200,10.0, Casablanca
233,135000,2013,87499.5,Diesel,itsubishi,L200,10.0, Casablanca
234,285000,2014,42499.5,Diesel,Volvo,XC60,8.0, Casablanca
235,220000,2015,87499.5,Diesel,Volkswagen,CC,8.0, Casablanca
236,109000,2013,134999.5,Diesel,Dacia,Lodgy,6.0, Casablanca
237,82000,2013,114999.5,Diesel,Fiat,Doblo,5.0, Casablanca
238,159000,2015,92499.5,Diesel,Skoda,Octavia,8.0, Casablanca
239,42000,2008,97499.5,Essence,Peugeot,206,2.631837307152875, Agadir
240,58000,2009,114999.5,Diesel,Dacia,Logan,2.631837307152875, Kelaat Es-Sraghna
241,60000,1989,57499.5,Diesel,Jeep,Cherokee,2.631837307152875, Rabat
242,117000,2008,164999.5,Diesel,Volkswagen,GOLF 5,2.631837307152875, Casablanca
243,61500,2003,274999.5,Diesel,Renault,Laguna,2.631837307152875, Béni Mellal
244,99000,2010,144999.5,Diesel,Citroen,C5,8.0, Casablanca
245,83000,2002,27499.5,Diesel,Volkswagen,GOLF 4,2.631837307152875, Nador
246,30000,2007,92499.5,Essence,Chery,Eastar,2.631837307152875, Casablanca
247,99000,2009,104999.5,Essence,mini,cooper,8.0, Casablanca
248,195000,2015,7499.5,Diesel,Nissan,Pathfinder,2.631837307152875, Marrakech
249,58500,2014,67499.5,Essence,Peugeot,107,6.0, Fès
250,47000,2004,184999.5,Essence,Renault,Clio,2.631837307152875, Marrakech
251,45000,2003,224999.5,Diesel,Renault,Clio,2.631837307152875, Salé
252,95000,2015,77499.5,Diesel,Dacia,Dokker,6.0, Casablanca
253,123000,2017,37499.5,Diesel,Fiat,500,5.0, Rabat
254,137000,2016,32499.5,Diesel,Dacia,Duster,2.631837307152875, Marrakech
255,340000,2012,72499.5,Diesel,Land Rover,Range Rover Evoque,8.0, Rabat
256,32000,1994,42499.5,Diesel,Peugeot,306,2.631837307152875, Casablanca
257,95000,2003,324999.5,Diesel,Volkswagen,GOLF 4,9.0, Tanger
258,178000,2014,52499.5,Diesel,Alfa Romeo,Giulietta,2.631837307152875, Casablanca
259,700000,2004,134999.5,Essence,Volkswagen,GOLF 5,2.631837307152875, Casablanca
260,95000,2001,184999.5,Diesel,Mercedes Benz,220,2.631837307152875, Rabat
261,67000,2008,62499.5,Essence,Nissan,Sunny,9.0, Kénitra
262,63000,2003,224999.5,Diesel,Volkswagen,Bora,2.631837307152875, Fnideq
263,120000,2010,114999.5,Diesel,Volkswagen,GOLF 6,6.0, Casablanca
264,88000,2006,82499.5,Essence,mini,ne,8.0, Casablanca
265,17000,1989,274999.5,Essence,Peugeot,205,2.631837307152875, Casablanca
266,179000,2015,82499.5,Diesel,Volkswagen,GOLF 7,8.0, Fès
267,99000,2007,164999.5,Diesel,Honda,CR-V,9.0, Casablanca
268,195000,2013,82499.5,Diesel,Mercedes Benz,Classe B,8.0, Casablanca
269,53000,2006,124999.5,Diesel,Citroen,Berlingo,2.631837307152875, Ouarzazate
270,43000,2010,224999.5,Diesel,Renault,19,2.631837307152875, Settat
271,62000,2011,62499.5,Essence,Peugeot,206,2.631837307152875, Oujda
272,108000,2015,72499.5,Diesel,Dacia,Dokker,6.0, Chefchaouen
273,125000,2015,114999.5,Diesel,Hyundai,Accent,6.0, Rabat
274,53000,2008,2499.5,Diesel,Dacia,Logan,2.631837307152875, Tétouan
275,99000,2012,72499.5,Diesel,Seat,Ibiza,2.631837307152875, Casablanca
276,27000,1994,42499.5,Diesel,Citroen,C15,2.631837307152875, Agadir
277,70000,2011,47499.5,Diesel,Dacia,Sandero,2.631837307152875, Casablanca
278,42000,2008,104999.5,Essence,Peugeot,206,2.631837307152875, Fès
279,182000,2014,77499.5,Diesel,Seat,Leon,8.0, Tétouan
280,20000,2009,174999.5,Essence,Chery,QQ,2.631837307152875, Casablanca
281,109000,2011,184999.5,Diesel,Volkswagen,Passat,2.631837307152875, Casablanca
282,90000,2008,184999.5,Diesel,Toyota,Corolla,6.0, Meknès
283,57000,2005,224999.5,Diesel,Citroen,Xsara Picasso,2.631837307152875, Temara
284,30000,1991,62499.5,Diesel,Citroen,C15,7.0, Temara
285,30000,2016,22499.5,Diesel,Mercedes Benz,220,2.631837307152875, Temara
286,103000,2015,22499.5,Diesel,Dacia,Logan,6.0, Fès
287,33500,2007,224999.5,Essence,Suzuki,Alto,2.631837307152875, Tanger
288,45000,1997,194999.5,Essence,Fiat,Punto,2.631837307152875, Fquih Ben Saleh
289,220000,2013,154999.5,Diesel,BMW,X3,8.0, Casablanca
290,139000,2013,82499.5,Diesel,Citroen,C5,8.0, Casablanca
291,34000,1994,2499.5,Essence,Renault,19,2.631837307152875, Oujda
292,33000,1998,174999.5,Diesel,Seat,Ibiza,2.631837307152875, Kénitra
293,74000,2012,27499.5,Diesel,Peugeot,Partner,2.631837307152875, Taza
294,145000,2013,194999.5,Diesel,Peugeot,Expert,8.0, Fès
295,330000,2014,72499.5,Diesel,BMW,Serie 3,2.631837307152875, Rabat
296,44000,2006,124999.5,Essence,Citroen,C3,2.631837307152875, Fès
297,95000,2010,134999.5,Diesel,lancia,Delta,2.631837307152875, Casablanca
298,26000,1992,224999.5,Essence,Fiat,Uno,2.631837307152875, Agadir
299,95000,2010,134999.5,Diesel,lancia,Delta,2.631837307152875, Casablanca
300,340000,2012,72499.5,Diesel,Land Rover,Range Rover Evoque,8.0, Casablanca
301,115000,2010,134999.5,Diesel,Renault,gane,7.0, Kénitra
302,30000,1994,144999.5,Essence,Renault,Twingo,6.0, Marrakech
303,105000,2008,144999.5,Diesel,Ford,Focus,2.631837307152875, Agadir
305,250000,2011,72499.5,Essence,BMW,Serie 5,17.0, Rabat
306,178000,2013,87499.5,Diesel,Toyota,Hilux,7.0, Rabat
307,85000,1998,224999.5,Diesel,Toyota,Land Cruiser,17.0, Rabat
308,380000,2011,62499.5,Essence,Jaguar,XJ,28.0, Casablanca
309,80000,2009,114999.5,Essence,Fiat,500,7.0, Casablanca
310,75000,2004,87499.5,Diesel,Renault,Kangoo,2.631837307152875, Al Hoceïma
311,133000,2015,62499.5,Diesel,Dacia,Duster,6.0, Fès
312,138000,2015,134999.5,Diesel,Dacia,Duster,6.0, Kénitra
313,175000,2008,144999.5,Diesel,Mercedes Benz,220,2.631837307152875, El Jadida
314,74500,1999,274999.5,Diesel,Volkswagen,GOLF 4,8.0, Tanger
315,82000,2014,104999.5,Essence,Ford,Fiesta,7.0, Fès
316,43000,1997,184999.5,Essence,Mercedes Benz,230,11.0, Casablanca
317,67000,2007,194999.5,Diesel,Renault,gane,2.631837307152875, Tanger
318,140000,2002,224999.5,Diesel,Hyundai,GALLOPER,10.0, Kénitra
319,85000,2004,224999.5,Diesel,Volkswagen,Touran,2.631837307152875, Tétouan
320,250000,2010,37499.5,Essence,Mercedes Benz,Classe E,2.631837307152875, Casablanca
321,52000,2004,174999.5,Essence,Honda,BOSS,2.631837307152875, Casablanca
322,89500,2012,114999.5,Diesel,Fiat,GRANDE PUNTO,5.0, Casablanca
323,150000,2010,124999.5,Diesel,Volvo,XC60,2.631837307152875, Casablanca
324,97000,2014,87499.5,Diesel,Ford,Fiesta,7.0, Tanger
325,75000,2008,104999.5,Diesel,Citroen,C3,2.631837307152875, Rabat
326,80000,2006,124999.5,Diesel,Peugeot,407,2.631837307152875, Oujda
327,48000,1996,22499.5,Diesel,Mercedes Benz,Classe C,2.631837307152875, Nador
328,61000,1999,224999.5,Diesel,Volkswagen,Golf,8.0, Rabat
329,63000,2004,2499.5,Diesel,Opel,Astra,7.0, Kénitra
330,40000,2011,92499.5,Essence,Kia,Picanto,2.631837307152875, Casablanca
331,95000,2014,92499.5,Diesel,Dacia,Sandero,6.0, Kénitra
332,47000,2009,104999.5,Essence,Kia,Picanto,6.0, Fès
333,165000,2011,124999.5,Diesel,Hyundai,ix 35,8.0, Kénitra
334,269000,2012,114999.5,Diesel,Mercedes Benz,Classe E,2.631837307152875, Casablanca
335,28000,1991,274999.5,Diesel,Peugeot,309,8.0, Tanger
336,78000,2013,47499.5,Essence,Suzuki,Swift,2.631837307152875, Oujda
337,350000,2013,42499.5,Diesel,Land Rover,Range Rover Evoque,9.0, Al Hoceïma
338,96000,2014,114999.5,Diesel,Peugeot,301,2.631837307152875, Casablanca
339,73000,2000,184999.5,Diesel,Volkswagen,GOLF 4,2.631837307152875, Rabat
340,225000,2014,104999.5,Diesel,Volkswagen,GOLF 7,2.631837307152875, Casablanca
341,59000,2012,92499.5,Diesel,Peugeot,Bipper,5.0, Casablanca
342,53000,2008,184999.5,Essence,Kia,Picanto,2.631837307152875, Agadir
343,49000,2002,164999.5,Essence,Jaguar,X-Type,2.631837307152875, Casablanca
344,30000,2001,194999.5,Diesel,Fiat,Palio,2.631837307152875, Casablanca
345,59000,2009,2499.5,Diesel,Dacia,Logan,2.631837307152875, Had Soualem
346,315000,2013,184999.5,Diesel,Volkswagen,Tiguan,8.0, Fès
347,57000,2011,124999.5,Essence,Renault,Symbol,7.0, Casablanca
348,95000,2011,134999.5,Diesel,Renault,Kangoo,2.631837307152875, Guercif
349,47000,2004,82499.5,Essence,Nissan,Sunny,2.631837307152875, Casablanca
350,275000,2012,144999.5,Diesel,Volkswagen,Tiguan,2.631837307152875, Fès
351,98000,2006,184999.5,Diesel,Volkswagen,Passat,2.631837307152875, Rabat
352,43000,2010,2499.5,Essence,Dacia,Logan,2.631837307152875, Berkane
353,38000,2008,52499.5,Essence,Suzuki,Alto,2.631837307152875, Rabat
354,48000,2008,82499.5,Essence,Kia,Picanto,2.631837307152875, Rabat
355,45000,1998,224999.5,Essence,Fiat,Palio,2.631837307152875, El Jadida
356,84000,2015,114999.5,Diesel,Peugeot,301,6.0, Rabat
357,55000,2002,224999.5,Diesel,Bentley,Azure,2.631837307152875, Casablanca
